filename	ID_gesture	t0	t1	size.rh	size.lh	size	traj.rh	traj.lh	traj	ampl_y.rh	ampl_y.lh	ampl_y	ampl_x.rh	ampl_x.lh	ampl_x	peak_velo.rh	peak_velo.lh	peak_velo	apex.rh	apex.lh	ID_phrase	nonref	icon	metaph	deixis	conv	hand	phrase_position	item	gender	language	condition	ID_participant	ID_partner	ID_interaction
leuven12a_run2	sem_4	29372	31342	0.28	0.346	0.346	0.994	0.948	0.994	0.883	0.777	0.883	0.84	0.493	0.84	1.342	1.045	1.342	29440	29400	phrase_3	no	yes	no	no	no	both	last	gym	f	dutch	L1-L2	leuven12a	leuven12b	2
leuven12a_run2	sem_5	34406	36468	0.01	0.193	0.193	0.455	1.263	1.263	0.393	0.618	0.618	0.527	0.344	0.344	0.435	1.165	1.165	35800	35920	phrase_4	yes	no	no	no	no	left	no	gym	f	dutch	L1-L2	leuven12a	leuven12b	2
leuven12a_run2	sem_6	60562	62311	0.141	0.116	0.141	0.825	0.829	0.829	0.56	0.655	0.655	0.64	0.256	0.64	0.843	1.157	1.157	61240	61640	phrase_5	no	yes	no	no	no	both	no	gym	f	dutch	L1-L2	leuven12a	leuven12b	2
leuven12b_run1	sem_1	1975	3477	0.11	0.17	0.17	1.083	1.298	1.298	0.531	0.573	0.573	0.506	0.456	0.506	1.553	1.55	1.553	2520	2560	phrase_1	no	yes	no	no	no	both	no	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_10	19434	20684	0.002	0	0.002	0.079	0.01	0.079	0.689	0.054	0.689	0.603	0.163	0.603	0.129	0.05	0.129	19440	20680	phrase_4	yes	no	no	no	no	right	middle	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_11	20684	22338	0.014	0	0.014	0.334	0.023	0.334	0.667	0.061	0.667	0.605	0.162	0.605	0.516	0.05	0.516	20760	21120	phrase_4	no	no	no	abstract	no	right	middle	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_12	22338	24069	0.022	0	0.022	0.615	0.039	0.615	0.654	0.065	0.654	0.282	0.165	0.282	0.878	0.06	0.878	22360	23920	phrase_4	no	no	yes	no	no	right	last	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_13	26160	27235	0.001	0.322	0.322	0.057	0.953	0.953	0.032	0.813	0.813	0.271	0.579	0.579	0.128	1.872	1.872	26160	27080	phrase_5	no	no	no	abstract	no	left	first	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_14	27235	28679	0.004	0.646	0.646	0.096	1.613	1.613	0.062	1.097	1.097	0.305	0.607	0.607	0.249	2.723	2.723	28640	27680	phrase_5	no	yes	no	no	no	left	middle	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_15	28679	30787	0.045	0.005	0.045	1.099	0.18	1.099	0.574	-0.063	0.574	0.375	0.081	0.375	1.415	0.157	1.415	29360	29160	phrase_5	no	yes	no	abstract	no	right	last	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_16	33493	35160	0.008	0.143	0.143	0.222	1.063	1.063	-0.023	0.229	0.229	0.326	0.422	0.422	0.272	1.228	1.228	33560	34240	phrase_6	no	yes	no	abstract	no	left	no	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_17	43617	44765	0.041	0.061	0.061	0.543	0.65	0.65	0.117	0.081	0.117	0.514	0.289	0.514	0.654	0.835	0.835	44160	44160	phrase_7	no	yes	no	no	no	both	no	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_18	48518	49625	0.006	0.124	0.124	0.155	1.056	1.056	-0.073	0.909	0.909	0.304	0.176	0.176	0.281	1.989	1.989	49480	49200	phrase_8	no	yes	no	abstract	no	left	first	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_19	49625	50640	0	0.044	0.044	0.01	0.392	0.392	-0.147	1.08	1.08	0.233	0.235	0.235	0.017	0.667	0.667	50560	50560	phrase_8	no	yes	no	abstract	no	left	middle	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_2	4827	6537	0.248	0	0.248	1.403	0.022	1.403	1.143	0.014	1.143	0.559	0.169	0.559	2.449	0.037	2.449	6000	4840	phrase_2	no	no	no	abstract	no	right	first	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_20	50640	52567	0.003	0.261	0.261	0.112	1.242	1.242	-0.151	1.082	1.082	0.242	0.261	0.261	0.304	2.725	2.725	52560	51080	phrase_8	yes	no	no	no	no	left	last	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_21	52925	54282	0.118	0.094	0.118	1.618	1.499	1.618	0.685	0.658	0.685	0.368	0.172	0.368	1.941	1.727	1.941	53520	53560	phrase_9	no	yes	no	concrete	no	both	no	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_22	61987	63221	0.349	0.292	0.349	1.334	1.437	1.437	0.837	0.91	0.91	0.735	0.468	0.735	2.069	2.18	2.18	62760	62760	phrase_10	no	yes	no	abstract	no	both	first	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_23	63221	66012	0.063	0.101	0.101	0.93	1.114	1.114	0.503	0.571	0.571	0.726	0.6	0.726	0.94	1.187	1.187	64080	64200	phrase_10	no	yes	no	no	no	both	last	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_24	68913	70432	0.101	0.1	0.101	0.899	0.925	0.925	0.434	0.471	0.471	0.479	0.285	0.479	0.824	0.944	0.944	69240	69360	phrase_11	no	no	yes	no	no	both	no	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_3	6537	7629	0.002	0	0.002	0.115	0.004	0.115	1.06	0.017	1.06	0.611	0.148	0.611	0.27	0.141	0.27	6920	7600	phrase_2	yes	no	no	no	no	right	middle	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_4	7629	9272	0.098	0.713	0.713	1.276	2.635	2.635	1.463	1.577	1.577	0.728	0.26	0.728	1.926	3.171	3.171	8600	8560	phrase_2	no	yes	no	abstract	no	both	middle	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_5	9272	11160	0.571	0.992	0.992	2.208	2.632	2.632	1.437	1.614	1.614	0.683	0.535	0.683	1.81	2.373	2.373	9680	10000	phrase_2	no	yes	no	abstract	no	both	last	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_6	12604	13272	0.135	0	0.135	0.613	0.026	0.613	0.574	0.105	0.574	0.502	0.459	0.502	1.324	0.068	1.324	13240	13160	phrase_3	no	no	no	abstract	no	right	first	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_7	13272	14703	0.065	0	0.065	0.76	0.032	0.76	1.118	0.114	1.118	0.635	0.447	0.635	0.911	0.318	0.911	14160	14680	phrase_3	no	yes	no	abstract	no	right	middle	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_8	14703	17061	0.31	0.434	0.434	1.05	2.401	2.401	1.027	1.19	1.19	0.589	0.527	0.527	1.891	2.185	2.185	14720	15680	phrase_3	no	yes	no	abstract	no	left	last	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run1	sem_9	17654	19434	0.225	0	0.225	0.889	0.02	0.889	0.767	0.048	0.767	0.598	0.165	0.598	1.565	0.037	1.565	18680	18200	phrase_4	no	no	no	abstract	no	right	first	forest	m	french	L1-L2	leuven12b	leuven12a	1
leuven12b_run2	sem_1	7013	8500	0.189	0	0.189	0.939	0.015	0.939	1.526	0.05	1.526	0.752	0.446	0.752	1.64	0.017	1.64	7240	8280	phrase_1	no	yes	no	abstract	no	right	no	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_10	26411	27189	0.005	0.149	0.149	0.167	0.578	0.578	0.058	0.37	0.37	0.291	0.508	0.508	0.306	1.139	1.139	26880	26440	phrase_4	yes	no	no	no	no	left	last	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_11	28243	30121	0.002	0.426	0.426	0.113	1.457	1.457	-0.014	1.117	1.117	0.302	0.498	0.498	0.592	1.943	1.943	29200	29360	phrase_5	no	yes	no	abstract	no	left	first	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_12	30121	32398	0.191	0.24	0.191	1.36	0.921	1.36	1.176	0.887	1.176	0.441	0.451	0.441	2.598	2.098	2.598	30760	30160	phrase_5	no	yes	no	abstract	no	right	middle	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_13	32398	33229	0.025	0	0.025	0.314	0.031	0.314	1.105	0.053	1.105	0.516	0.185	0.516	0.641	0.578	0.641	33200	33200	phrase_5	no	no	no	no	yes	right	middle	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_14	33229	35432	0.217	0.108	0.217	0.947	1.38	1.38	0.961	0.731	0.961	0.549	0.312	0.549	1.595	1.736	1.736	33280	33800	phrase_5	no	yes	no	abstract	no	both	last	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_15	35918	37486	0.315	0.21	0.315	1.216	1.036	1.216	1.04	0.939	1.04	0.636	0.41	0.636	2.459	1.65	2.459	36520	36920	phrase_6	no	yes	no	abstract	no	both	first	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_16	37486	38779	0.026	0.147	0.026	0.352	0.786	0.352	0.979	0.779	0.979	0.501	0.361	0.501	0.578	2.03	0.578	37520	37520	phrase_6	no	no	no	abstract	no	right	middle	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_17	38779	40008	0.011	0.124	0.124	0.217	1.136	1.136	0.857	1.136	1.136	0.327	0.285	0.285	0.279	1.924	1.924	38880	39640	phrase_6	no	no	no	abstract	no	left	middle	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_18	40008	42452	0.755	0.211	0.755	2.554	1.336	2.554	1.15	1.117	1.15	0.64	0.3	0.64	2.744	2.006	2.744	40840	40240	phrase_6	no	no	no	abstract	no	right	last	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_19	45690	48202	0.002	0.477	0.477	0.101	1.545	1.545	0.019	1.129	1.129	0.341	0.603	0.603	0.199	2.652	2.652	46320	47840	phrase_7	no	no	no	abstract	no	left	first	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_2	8500	10171	0.532	0	0.532	1.521	0.028	1.521	0.97	0.059	0.97	0.591	0.457	0.591	2.068	0.078	2.068	8960	10120	phrase_1	no	yes	no	abstract	no	right	last	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_20	48202	49270	0	0.006	0.006	0.009	0.164	0.164	-0.029	0.954	0.954	0.302	0.574	0.574	0.043	0.464	0.464	49240	48240	phrase_7	yes	no	no	no	no	left	middle	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_21	49270	50706	0.004	0.304	0.304	0.232	0.991	0.991	0.106	0.795	0.795	0.33	0.518	0.518	0.313	1.768	1.768	50040	49280	phrase_7	no	yes	no	no	no	both	last	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_22	52197	53450	0.039	0.049	0.049	0.754	0.865	0.865	0.382	0.403	0.403	0.29	0.231	0.29	0.887	0.973	0.973	52680	52720	phrase_8	no	yes	no	no	no	both	no	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_3	12040	13153	0.222	0	0.222	1.023	0.011	1.023	0.924	0.058	0.924	0.574	0.469	0.574	2.054	0.035	2.054	12960	12360	phrase_2	no	yes	no	abstract	no	right	first	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_4	13153	13712	0.004	0	0.004	0.09	0.003	0.09	0.878	0.058	0.878	0.641	0.468	0.641	0.226	0.009	0.226	13600	13160	phrase_2	yes	no	no	no	no	right	middle	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_5	13712	15081	0.073	0	0.073	0.614	0.013	0.614	0.909	0.058	0.909	0.643	0.474	0.643	1.184	0.026	1.184	13720	14840	phrase_2	no	yes	no	concrete	no	right	last	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_6	16067	17459	0.001	0.126	0.126	0.102	1.378	1.378	0.855	1.139	1.139	0.228	0.461	0.461	0.135	1.915	1.915	17440	16760	phrase_3	no	yes	no	abstract	no	left	first	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_7	17459	18755	0.157	0.011	0.157	1.08	0.33	1.08	0.85	0.978	0.978	0.374	0.359	0.374	1.553	0.348	1.553	17880	17880	phrase_3	no	no	yes	abstract	no	both	middle	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_8	18755	22405	0.011	0.293	0.293	0.192	1.138	1.138	0.003	0.826	0.826	0.28	0.445	0.445	0.386	2.14	2.14	18800	20320	phrase_3	no	no	no	abstract	no	left	last	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven12b_run2	sem_9	24810	26411	0.004	0.225	0.225	0.096	0.856	0.856	0.003	0.434	0.434	0.314	0.59	0.59	0.216	1.494	1.494	26320	25440	phrase_4	no	no	no	abstract	no	left	first	playground	m	french	L1-L2	leuven12b	leuven12a	2
leuven1a_run1	sem_1	8317	9189	0	0.274	0.274	0.025	1.151	1.151	0.184	0.94	0.94	0.318	0.253	0.253	0.047	2.584	2.584	8320	8680	phrase_1	no	no	no	abstract	no	left	no	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_10	19235	19933	0.054	0	0.054	0.552	0.004	0.552	0.814	-0.118	0.814	0.63	0.24	0.63	1.772	0.014	1.772	19920	19240	phrase_3	no	no	no	abstract	no	right	first	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_11	19933	21420	0.005	0	0.005	0.333	0.01	0.333	0.965	-0.115	0.965	0.65	0.237	0.65	0.463	0.013	0.463	21400	19960	phrase_3	no	yes	no	no	no	right	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_12	21420	22661	0.026	0	0.026	0.404	0.021	0.404	1.041	-0.116	1.041	0.661	0.237	0.661	0.541	0.057	0.541	21640	22120	phrase_3	no	yes	no	no	no	right	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_13	22661	23536	0.026	0.001	0.026	0.479	0.075	0.479	1.138	-0.064	1.138	0.648	0.237	0.648	1.007	1.005	1.007	23160	22680	phrase_3	no	yes	no	no	no	right	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_14	23536	25448	0.4	0.157	0.4	1.611	2.645	2.645	1.3	1.259	1.3	0.67	0.209	0.67	2.666	2.896	2.896	24480	24640	phrase_3	no	yes	no	no	no	both	last	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_15	35213	38338	0.135	0.262	0.262	1.919	2.225	2.225	0.585	0.675	0.675	0.594	0.177	0.594	1.319	1.441	1.441	36520	37160	phrase_4	no	yes	no	no	no	both	no	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_16	43007	44080	0.004	0.007	0.007	0.164	0.29	0.29	0.124	-0.036	-0.036	0.396	0.159	0.159	0.253	0.41	0.41	43040	44080	phrase_5	yes	no	no	no	no	left	no	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_17	55455	57316	0.001	0.149	0.149	0.101	1.174	1.174	0.163	0.806	0.806	0.369	0.133	0.133	0.117	2.217	2.217	57080	55800	phrase_6	no	no	no	abstract	no	left	first	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_18	57316	58375	0.002	0.032	0.032	0.138	0.477	0.477	0.157	0.835	0.835	0.394	0.077	0.077	0.201	0.678	0.678	58160	57880	phrase_6	no	no	no	abstract	no	left	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_19	58375	59211	0	0.012	0.012	0.015	0.28	0.28	0.149	0.643	0.643	0.371	0.125	0.125	0.052	0.663	0.663	58960	59120	phrase_6	yes	no	no	no	no	left	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_2	9189	10317	0.001	0.29	0.29	0.066	1.231	1.231	0.193	1.031	1.031	0.325	0.236	0.236	0.128	2.741	2.741	10280	10040	phrase_1	no	yes	no	no	no	left	last	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_20	59211	59794	0	0.017	0.017	0.015	0.32	0.32	0.138	0.888	0.888	0.372	0.099	0.099	0.094	0.846	0.846	59240	59240	phrase_6	no	no	no	abstract	no	left	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_21	59794	61375	0.165	0.008	0.165	0.988	0.209	0.988	0.857	0.898	0.898	0.591	0.041	0.591	1.488	0.345	1.488	61080	59800	phrase_6	no	no	no	abstract	no	both	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_22	61375	63617	0.166	0.222	0.222	1.601	1.744	1.744	1.199	1.218	1.218	0.639	0.187	0.639	2.223	2.499	2.499	62680	62840	phrase_6	no	yes	no	no	no	both	last	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_23	66926	68022	0.001	0.177	0.177	0.083	1.163	1.163	0.125	0.965	0.965	0.391	0.149	0.149	0.134	2.501	2.501	67560	67480	phrase_7	no	no	no	abstract	no	left	first	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_24	68022	68993	0.001	0.002	0.002	0.069	0.098	0.098	0.106	1.012	1.012	0.406	0.055	0.055	0.205	0.2	0.2	68800	68320	phrase_7	yes	no	no	no	no	left	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_25	68993	70948	0.168	0.125	0.125	1.328	1.003	1.003	0.751	0.994	0.994	0.583	0.1	0.1	1.81	1.108	1.108	69680	70000	phrase_7	no	yes	no	no	no	left	last	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_26	71595	74242	0.137	0.271	0.271	1.297	2.158	2.158	0.448	0.718	0.718	0.623	0.192	0.623	0.947	1.738	1.738	72400	73520	phrase_8	no	yes	no	no	no	both	no	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_3	12389	13578	0	0.381	0.381	0.054	1.097	1.097	0.211	0.881	0.881	0.324	0.281	0.281	0.107	2.553	2.553	12520	13160	phrase_2	no	no	no	abstract	no	left	first	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_4	13578	14497	0	0.009	0.009	0.021	0.194	0.194	0.188	0.892	0.892	0.317	0.106	0.106	0.047	0.377	0.377	14200	14320	phrase_2	yes	no	no	no	no	left	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_5	14497	14756	0	0.003	0.003	0	0.073	0.073	0.186	0.715	0.715	0.314	0.065	0.065	0.005	0.399	0.399	14520	14520	phrase_2	yes	no	no	no	no	left	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_6	14756	15611	0	0.002	0.002	0.019	0.224	0.224	0.196	0.799	0.799	0.318	0.037	0.037	0.034	0.572	0.572	15600	15040	phrase_2	no	yes	no	no	no	left	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_7	15611	17000	0.008	0.067	0.067	0.185	0.87	0.87	0.203	0.756	0.756	0.362	0.21	0.21	0.318	1.136	1.136	16080	16880	phrase_2	no	yes	no	abstract	no	left	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_8	17000	17422	0.005	0.025	0.025	0.118	0.231	0.231	0.177	0.687	0.687	0.356	0.175	0.175	0.388	0.846	0.846	17400	17000	phrase_2	yes	no	no	no	no	left	middle	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run1	sem_9	17422	18330	0	0.205	0.205	0.074	0.795	0.795	0.213	0.565	0.565	0.318	0.229	0.229	0.114	1.538	1.538	18320	17760	phrase_2	no	yes	no	abstract	no	left	last	lake	f	dutch	L1-L2	leuven1a	leuven1b	1
leuven1a_run2	sem_1	150	3240	0.14	0.215	0.215	1.753	2.217	2.217	0.992	1.102	1.102	0.457	0.221	0.457	1.067	1.36	1.36	1280	1240	phrase_1	no	yes	no	no	no	both	no	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_10	25075	25721	0.017	0.005	0.017	0.342	0.298	0.342	0.992	1.05	1.05	0.555	0.181	0.555	0.726	0.649	0.726	25080	25080	phrase_2	yes	no	no	no	no	both	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_11	25721	26607	0.018	0.012	0.018	0.198	0.222	0.222	0.647	0.739	0.739	0.541	0.162	0.541	0.423	0.455	0.455	25760	25760	phrase_2	yes	no	no	no	no	both	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_12	26607	28096	0.019	0.106	0.106	0.239	0.615	0.615	0.493	1.11	1.11	0.424	0.341	0.424	0.412	1.012	1.012	26640	28080	phrase_2	yes	no	no	no	no	both	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_13	28096	32946	0.008	0.423	0.423	0.523	1.689	1.689	0.457	1.315	1.315	0.228	0.335	0.335	0.34	1.633	1.633	28560	29560	phrase_2	no	no	no	abstract	no	left	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_14	32946	34174	0.001	0.003	0.003	0.206	0.145	0.206	0.376	0.358	0.376	0.198	0.075	0.198	0.296	0.23	0.296	33120	33280	phrase_2	yes	no	no	no	no	both	last	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_15	36247	38270	0.01	0.013	0.013	0.257	0.374	0.374	0.476	0.479	0.479	0.235	0.134	0.235	0.426	0.507	0.507	36440	37200	phrase_3	no	no	yes	no	no	both	first	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_16	38270	39770	0.009	0.022	0.022	0.402	0.291	0.291	0.396	0.518	0.518	0.217	0.107	0.107	0.697	0.467	0.467	38280	39200	phrase_3	no	no	no	abstract	no	left	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_17	39770	43380	0.149	0.049	0.149	0.739	0.714	0.739	0.755	0.866	0.866	0.588	0.208	0.588	0.703	0.826	0.826	42360	41120	phrase_3	no	yes	no	no	no	both	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_18	43380	46634	0.118	0.184	0.118	0.618	0.924	0.618	0.68	0.96	0.68	0.559	0.128	0.559	0.659	1.531	0.659	43400	43560	phrase_3	yes	no	no	no	no	right	last	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_2	3240	5120	0.012	0.127	0.127	0.251	1.257	1.257	0.453	1.061	1.061	0.258	0.149	0.149	0.313	1.464	1.464	3800	3400	phrase_1	no	yes	no	no	no	left	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_3	5121	9217	0.003	0.146	0.146	0.189	1.404	1.404	0.379	0.982	0.982	0.211	0.122	0.122	0.142	0.873	0.873	5680	6480	phrase_1	no	no	no	abstract	no	left	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_4	9217	11214	0	0.478	0.478	0.043	1.33	1.33	0.297	0.99	0.99	0.215	0.575	0.575	0.092	2.107	2.107	9680	10160	phrase_1	no	no	no	abstract	no	left	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_5	11214	16113	0.002	0.064	0.064	0.12	1.09	1.09	0.366	0.963	0.963	0.206	0.5	0.5	0.171	0.751	0.751	15160	11680	phrase_1	yes	no	no	no	no	left	last	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_6	17017	18239	0.082	0.291	0.082	0.574	1.004	0.574	0.866	1.233	0.866	0.566	0.308	0.566	1.478	1.538	1.478	17440	17040	phrase_2	no	no	no	abstract	no	right	first	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_7	18239	20148	0.145	0.009	0.145	0.607	0.173	0.607	0.765	0.276	0.765	0.589	0.102	0.589	1.103	0.406	1.103	18520	20120	phrase_2	yes	no	no	no	no	right	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_8	20148	23889	0.011	0.167	0.167	0.387	0.869	0.869	0.472	0.762	0.762	0.345	0.214	0.345	0.471	1.168	1.168	20560	23760	phrase_2	no	yes	no	no	no	both	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1a_run2	sem_9	23889	25075	0.144	0.05	0.144	0.921	0.647	0.921	1.089	1.134	1.134	0.507	0.287	0.507	1.118	1.08	1.118	24960	24560	phrase_2	no	yes	no	abstract	no	both	middle	gym	f	dutch	L1-L2	leuven1a	leuven1b	2
leuven1b_run1	sem_1	130	1764	0.054	0.011	0.054	0.513	0.417	0.513	0.296	-0.211	0.296	0.511	0.352	0.511	0.609	0.397	0.609	1320	160	phrase_1	no	no	no	abstract	no	right	no	forest	f	french	L1-L2	leuven1b	leuven1a	1
leuven1b_run1	sem_10	11055	13742	0.002	0.007	0.007	0.129	0.493	0.493	-0.045	0.645	0.645	0.407	0.31	0.31	0.146	0.36	0.36	13600	11840	phrase_1	yes	no	no	no	no	left	middle	forest	f	french	L1-L2	leuven1b	leuven1a	1
leuven1b_run1	sem_11	13742	15244	0.001	0.029	0.029	0.077	0.471	0.471	-0.076	0.721	0.721	0.427	0.266	0.266	0.205	0.619	0.619	14800	13960	phrase_1	yes	no	no	no	no	left	middle	forest	f	french	L1-L2	leuven1b	leuven1a	1
leuven1b_run1	sem_12	15244	17867	0.074	0.002	0.074	0.855	0.131	0.855	0.461	0.585	0.585	0.56	0.221	0.56	1.435	0.117	1.435	15800	17040	phrase_1	no	no	no	abstract	no	both	middle	forest	f	french	L1-L2	leuven1b	leuven1a	1
leuven1b_run1	sem_13	17867	18856	0.001	0	0.001	0.057	0.021	0.057	0.255	0.605	0.605	0.549	0.206	0.549	0.088	0.042	0.088	18400	18800	phrase_1	yes	no	no	no	no	both	middle	forest	f	french	L1-L2	leuven1b	leuven1a	1
leuven1b_run1	sem_14	18856	23061	0.001	0	0.001	0.123	0.055	0.123	0.267	0.621	0.621	0.529	0.205	0.529	0.139	0.068	0.139	19240	18880	phrase_1	yes	no	no	no	no	both	middle	forest	f	french	L1-L2	leuven1b	leuven1a	1
leuven1b_run1	sem_15	23061	23691	0.011	0.018	0.018	0.16	0.272	0.272	0.218	0.763	0.763	0.521	0.31	0.31	0.314	0.534	0.534	23080	23640	phrase_1	no	no	no	abstract	yes	left	middle	forest	f	french	L1-L2	leuven1b	leuven1a	1
leuven1b_run1	sem_16	23691	25196	0.129	0.001	0.129	1.148	0.1	1.148	0.517	0.66	0.517	0.752	0.318	0.752	1.269	0.44	1.269	24280	23720	phrase_1	no	no	no	abstract	yes	right	middle	forest	f	french	L1-L2	leuven1b	leuven1a	1
